Unnamed: 0,text,rating,category,product_name,product_id,sold,shop_id,product_url
1849,"Overall bagus, barang ga ada kekurangan, semua lengkap, kaca aman, petunjuk pemasangan sedikit bikin mikir 😅, package bagus, bebas ongkir ternyata pk dakota cargo, lama dtngnya tp krn mesen dr seblm lebaran sie, wajar lah.. Top 👍👍",5,fashion,Metropolis Alba Rak Sepatu 60 - White,260062151,49,2921729,https://www.tokopedia.com/pro-design/metropolis-alba-rak-sepatu-60-white
1850,"Barang bagus, sesuai deskripsi.
Pemasangan juga gampang bisa sendiri.",4,fashion,Metropolis Alba Rak Sepatu 60 - White,260062151,49,2921729,https://www.tokopedia.com/pro-design/metropolis-alba-rak-sepatu-60-white
1851,"Produk sesuai dengan yang di foto, tidak ada cacat. Top!",5,fashion,Metropolis Alba Rak Sepatu 60 - White,260062151,49,2921729,https://www.tokopedia.com/pro-design/metropolis-alba-rak-sepatu-60-white
1852,"Produknya bagus, harganya kompetitif, free ongkir lagi",5,fashion,Metropolis Alba Rak Sepatu 60 - White,260062151,49,2921729,https://www.tokopedia.com/pro-design/metropolis-alba-rak-sepatu-60-white
1853,Overall barang bagus..terima kasih,5,fashion,Metropolis Alba Rak Sepatu 60 - White,260062151,49,2921729,https://www.tokopedia.com/pro-design/metropolis-alba-rak-sepatu-60-white
1854,Mantap sekali kualitas nya. Terima Kasih Banyak!,5,fashion,Metropolis Alba Rak Sepatu 60 - White,260062151,49,2921729,https://www.tokopedia.com/pro-design/metropolis-alba-rak-sepatu-60-white
1855,Trimss yaaaaaaaaaaaaaaaa,5,fashion,Metropolis Alba Rak Sepatu 60 - White,260062151,49,2921729,https://www.tokopedia.com/pro-design/metropolis-alba-rak-sepatu-60-white
1856,Barang bagus sesuai harapan.,5,fashion,Metropolis Alba Rak Sepatu 60 - White,260062151,49,2921729,https://www.tokopedia.com/pro-design/metropolis-alba-rak-sepatu-60-white
1857,Goddddddddd dahhh qokee,5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1858,"Ga kecewa pokoknya deh, ++bagusnyaa",5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1859,"mayan harga segini, sepatunya yabg kanan lancip yang kiri tumpul",3,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1860,Mantap si tapi lama nyampe nya wkwk,4,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1861,"bagus, terima kasihh😊",5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1862,"Respon penjual cepat, sampe nya pun cepat",5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1863,"fast respon,packing rapi,ukuran pas,pengiriman cepat. Pokoknya recommended 👍👍",5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1864,Paket udh smpe n tdk mengecewakan sm skl👍👍👍👍👍👍,5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1865,Lumayan sesuai harga dan picture. Thx,4,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1866,"Keren,  cocok sesuai dg budget",5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1867,Ukuran dan warna sesuai dengan foto dan deskripsi produk yang di jual,5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1868,Dengan harga segini udh lumayan bgt .. thanks gan !,4,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1869,"Barang udh sampe, makasih 🙏",5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1870,Puuaaasssssssssssssss,5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1871,"Mantul! Respon cepat, service oke,  order malam, siangnya udh sampai pdhl cm pakai reguler.  Makasiih Kakaa...",5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1872,Mantap mantap mantap mantap,5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1873,Nice sesuai harga tp overall mantaplah,5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1874,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1875,Kualitas mntap penjual ramah fast respon pengiriman cepat ..buruan order sblum stok habis,5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1876,"Uk 43 nya kecil kaya bukan 43, pengirimannya lumayan cepat",3,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1877,Produk sesuai deskripsi,4,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1878,mantap tawwa sepatunya bos ka,5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1879,ok...…………………………………………………...,4,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1880,Puasssssssss bangetttt,5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1881,Bagus juga n sesuai dgn harganya,4,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1882,Barang sdh sampai ..  mantap sesuai pesanan,5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1883,"respon bagus, kirim cepat...barang ok",5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1884,Bagus...sangat bagus..sesuai harga...pelayanan &amp; responnya juga baik...rekomended seller..,5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1885,Ukuran lebih kecil dari ukuran normal.,3,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1886,sesuai dengan deskripsi,5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1887,"barangnya br sampai, maaf gan sy ga tau kualitasnya, krn sy kirim u/ kado..
sukses u/ lapaknya",4,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1888,"Fast respond.
 Barang sesuai.. thx",5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1889,"Barang sampai cepat, sesuai dgn gambar, penjual fast respond",5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1890,"Barang sesuai deskripsi respon cepat,barang nya bagus,terimakasih..puas banget..",5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1891,"Barang nya bagus, keren, recommended banget",5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1892,"Pengiriman cepat, barang bagus..suka dech",5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1893,"Produk sesuai dg harapan. Bagus, murah dan respon cepat. 👍",5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1894,Reccomendef seller next mau order lagi fast respond lagi,5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1895,Barang nya pass sama yg di inginkan 🙏,5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1896,"Produk ok, respon ok, pengiriman ok, packing ok. Mantap sukses terus gan",5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1897,Barang udh sampe dgn selamat,5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1898,Ya untuk harga segini lumayan lah..tp dibagian belakang sepatunya mhn potongan nya dirapihkan biar oke,4,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1899,Warna sesuai dengan yang di foto,5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1900,"respon seller cepat, barang overall oke, mantap!",5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1901,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1902,Ok.....................,4,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1903,Fast respon produk good quality recommended bgt lah,5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1904,lumayan tapi belum di coba,4,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1905,kereeeen bgt baguuuus kualitas dan harga,5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1906,"Barang sesuai spt yg diharapkan,makasih yah....sukses selalu......",5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1907,Kualitas barang bagus sesuai harga .. 😁😁,5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1908,"Rekomen seler pokoknya,,fast respon,,bintang lah yg berbicara",5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1909,"Barang sesuai dengan deskripsi , recommended lahh",5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1910,"Seller super duper fast respon, gosend fast delivered, product cool, bocah ane jingkrak2",5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1911,Good quality . . barang bagus respon cepat . langganan lagih kayanya,4,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1912,Respon cepat dan barang sampai dengan baik,5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1913,"Barang sudah sampai, bagus dan tidak mengecewakan😊",5,fashion,Sepatu Vans Old Skool Checkerboard Premium Quality,396779873,377,1605656,https://www.tokopedia.com/casualovers/sepatu-vans-old-skool-checkerboard-premium-quality
1914,Pengiriman secepat kilat brooo..muantabs,5,fashion,Sepatu Warrior Obral,493894497,15,3138476,https://www.tokopedia.com/gamp/sepatu-warrior-obral
1915,Bagus barangnya sesuai ekspektasi,5,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1916,harga segitu mah goooddd,5,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1917,"Kualitas yg baik dan bagus, Sesuai deskripsi. Terimakasih banyak kaka:))",5,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1918,"Barang buaaggussss tenaannn...cuma sayang ukurannya kurang naik 1 nomer, utk yg biasa pake nomer 43 pesan uk 44 aja yaa",5,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1919,"Mantap, sesuai Etalase, recomend..",5,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1920,Sesuai dengan deskripsi. Respon seller sangat cepat. Recommended. Good seller,5,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1921,"Barangnya oke, sesuai deskripsi...",5,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1922,"Barang size standar indo. no.44 pas banget di kaki tanpa kaos kaki, pengiriman super cepat hanya sehari,padahal reguler. Ok",5,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1923,"Kualitas sesuai dengan harga, lumayan lah bagus barangnya",4,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1924,"Produk bagus, pelayan baik",5,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1925,Let the stars talk.. Fast.. Kualitas sesuai harga,5,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1926,Mantap sesuai gambar💪💪,5,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1927,"Ukuran sepatu pas, seller yang responsif, dan recommended seller",5,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1928,"Barang bagus....hanya sz 44 nya kecil, deskripsi ukuran sebaiknya dicantumkan.Terima kasih.",5,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1929,Secara style nilai 4. Tp dgn harga segini gw bisa dpt di payless dgn quality yg jauh lebih baik meskipun style kalah. Untuk standar size jg kekecilan. Sepatu kiri tdk sama dgn yg kanan jahitan karet  lebih kecil yg kiri shg bikin kurang nyaman dipake. So quality gw rate 2. Overall nilai 3.,3,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1930,"Mantap, harga murah tapi kualitas ga murahan",5,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1931,Mantap recommended bgt bonus kaos kaki,5,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1932,...........................................................................,5,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1933,Barang sudah saya terima dengan baik... bagus good recomended bgt.,5,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1934,"Barang sesuai ekspetasi ,bonus kaos kaki lagi ,thanks.",5,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1935,Sesuai sih dgn harga tp ukuran 42 nya terlalu kecil..,4,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1936,Produk sesuai harga ...uk lebih kecil dari SNI....pengiriman cepat mantab,3,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1937,"Mantap packing bagus dan rapi sesuai pesanan,  sepatu nya pas &amp; nyaman",5,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1938,Produk bagus dan stylis,5,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1939,"Puas, dapet free kaos kaki.",5,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1940,cuma kurir pengirimannyaa harus di tingkatkan lagi. bikin kecewa.,3,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1941,Makasih loh barang sesuai pesanan dan apik sekali dalam pengemasan nya dapet free kaos kaki pula makasih rekomend banget deh,5,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
1942,"Sesuai gambar, pengiriman cepat",5,fashion,🔥WAADOO🔥 Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,485233002,167,4110530,https://www.tokopedia.com/waadoo/waadoo-sneaker-pria-fly-power-sepatu-running-olahraga
